"","accuracy","scenario","phone","algorithm","application","time","missed","false","distCorrect","distMissed","distFalse"
"1979",43.3333333333,"Scenario 6","LGG6","ViterbiHMM","TrueMotion",3.15168858678,31.5789473684,68.2926829268,80.9896970101,19.0103029899,67.766461272
"1980",28.7581699346,"Scenario 6","Pixel2","ViterbiHMM","TrueMotion",3.3978161628,42.1052631579,80.8695652174,65.870426317,34.129573683,90.2856945533
"1981",42.5,"Scenario 7","iPhoneSE","ViterbiHMM","TrueMotion",2.48921333643,22.7272727273,70.6896551724,84.6987085588,15.3012914412,74.3204677387
"1982",45,"Scenario 7","iPhone6S","ViterbiHMM","TrueMotion",2.42349820107,18.1818181818,68.9655172414,89.9289790772,10.0710209228,72.4675716571
"1983",52.3076923077,"Scenario 7","iPhone7","ViterbiHMM","TrueMotion",3.20783678515,22.7272727273,60.4651162791,87.9263579818,12.0736420182,67.5081345341
"1984",40,"Scenario 7","iPhone7Plus","ViterbiHMM","TrueMotion",2.30747622413,18.1818181818,73.5294117647,89.9289790772,10.0710209228,75.6752252701
"1985",56.25,"Scenario 7","iPhone8","ViterbiHMM","TrueMotion",2.68640269094,18.1818181818,57.1428571429,89.9289790772,10.0710209228,61.2762125079
"1986",56.25,"Scenario 7","GalaxyS5","ViterbiHMM","TrueMotion",4.56681721648,18.1818181818,57.1428571429,89.9289790772,10.0710209228,49.0667088977
"1987",46.7532467532,"Scenario 7","GalaxyS7","ViterbiHMM","TrueMotion",4.34388261933,18.1818181818,67.2727272727,89.9289790772,10.0710209228,66.2140697873
"1988",52.1739130435,"Scenario 7","GalaxyS8","ViterbiHMM","TrueMotion",3.32647377335,18.1818181818,61.7021276596,89.9289790772,10.0710209228,58.343255272
"1989",53.7313432836,"Scenario 7","LGG6","ViterbiHMM","TrueMotion",4.06677216826,18.1818181818,60,89.9289790772,10.0710209228,63.5104419827
"1990",47.3684210526,"Scenario 7","Pixel2","ViterbiHMM","TrueMotion",4.98931524063,18.1818181818,66.6666666667,89.9289790772,10.0710209228,67.5797269696
"1991",36.1111111111,"Scenario 8","iPhoneSE","ViterbiHMM","TrueMotion",2.96010642788,9.3023255814,77.4566473988,98.5267139356,1.47328606442,88.2288672295
"1992",33.0357142857,"Scenario 8","iPhone6S","ViterbiHMM","TrueMotion",3.27285704391,13.9534883721,79.5580110497,97.2904104474,2.70958955259,86.7569233894
"1993",34.2342342342,"Scenario 8","iPhone7","ViterbiHMM","TrueMotion",2.8492012924,11.6279069767,78.7709497207,98.2587420196,1.74125798041,89.0992631857
"1994",32.2033898305,"Scenario 8","iPhone7Plus","ViterbiHMM","TrueMotion",3.15642191419,11.6279069767,80.310880829,98.0193885478,1.98061145223,90.0888784346
"1995",26.0223048327,"Scenario 8","iPhone8","ViterbiHMM","TrueMotion",3.03485209871,18.6046511628,84.5132743363,96.7193484478,3.28065155217,92.5295990968
"1996",34.4497607656,"Scenario 8","GalaxyS5","ViterbiHMM","TrueMotion",2.89896532624,16.2790697674,78.313253012,95.3868617748,4.61313822521,88.9869421325
"1997",33.0097087379,"Scenario 8","GalaxyS7","ViterbiHMM","TrueMotion",3.01509735235,20.9302325581,79.1411042945,95.3424363965,4.65756360354,87.8881444792
"1998",36.7346938776,"Scenario 8","GalaxyS8","ViterbiHMM","TrueMotion",2.90136234699,16.2790697674,76.4705882353,94.0246868632,5.97531313675,88.8111374274
"1999",34.8717948718,"Scenario 8","LGG6","ViterbiHMM","TrueMotion",3.31953044696,20.9302325581,77.6315789474,94.4918429194,5.50815708062,86.7676572179
"2000",32.7731092437,"Scenario 8","Pixel2","ViterbiHMM","TrueMotion",3.04552991467,9.3023255814,80,99.022265803,0.977734196991,90.3203325835
"2001",71.921182266,"Scenario 9","iPhoneSE","ViterbiHMM","TrueMotion",3.06334438216,1.35135135135,43.4108527132,99.871988254,0.128011746003,41.8836195173
"2002",62.9310344828,"Scenario 9","iPhone6S","ViterbiHMM","TrueMotion",3.07306373305,1.35135135135,53.7974683544,99.871988254,0.128011746003,57.7550368247
"2003",74.4897959184,"Scenario 9","iPhone7","ViterbiHMM","TrueMotion",2.93581207734,1.35135135135,40.1639344262,99.871988254,0.128011746003,41.3429960608
"2004",71.2871287129,"Scenario 9","iPhone7Plus","ViterbiHMM","TrueMotion",9.50761203268,2.7027027027,43.75,84.4880904375,15.5119095625,50.3732393675
"2005",0.64308681672,"Scenario 9","iPhone8","ViterbiHMM","TrueMotion",1.93356405671,98.6486486486,99.5780590717,7.55642436842,92.4435756316,98.2488644566
"2006",65.1785714286,"Scenario 9","GalaxyS5","ViterbiHMM","TrueMotion",4340.58189392,1.35135135135,51.3333333333,99.871988254,0.128011746003,52.4393420942
"2007",NA,"Scenario 9","GalaxyS7","ViterbiHMM","TrueMotion",NA,NA,NA,NA,NA,NA
"2008",64.0350877193,"Scenario 9","GalaxyS8","ViterbiHMM","TrueMotion",8.58712746935,1.35135135135,52.5974025974,99.871988254,0.128011746003,59.237510767
"2009",63.436123348,"Scenario 9","LGG6","ViterbiHMM","TrueMotion",3.44100066492,2.7027027027,52.9411764706,99.7774084405,0.222591559514,59.7619655973
"2010",58.7755102041,"Scenario 9","Pixel2","ViterbiHMM","TrueMotion",3.51785135941,2.7027027027,57.8947368421,99.7892536121,0.210746387927,60.9942620609
"2011",39.3700787402,"Scenario 10","iPhoneSE","ViterbiHMM","TrueMotion",5.60868571368,24.2424242424,73.4042553191,85.733375922,14.266624078,86.4917176458
"2012",41.7670682731,"Scenario 10","iPhone6S","ViterbiHMM","TrueMotion",5.73300792918,21.2121212121,71.5846994536,87.7999437597,12.2000562403,84.6724958846
"2013",41.6326530612,"Scenario 10","iPhone7","ViterbiHMM","TrueMotion",5.50120631298,22.7272727273,71.5083798883,89.9010170929,10.0989829071,83.9110783413
"2014",40.3225806452,"Scenario 10","iPhone7Plus","ViterbiHMM","TrueMotion",5.25743428057,24.2424242424,72.5274725275,85.8044163569,14.1955836431,83.23937312
"2015",37.8787878788,"Scenario 10","iPhone8","ViterbiHMM","TrueMotion",4.78096170151,24.2424242424,74.7474747475,88.5402947812,11.4597052188,86.1463866566
"2016",41.7670682731,"Scenario 10","GalaxyS5","ViterbiHMM","TrueMotion",5.2577495575,21.2121212121,71.5846994536,85.1993252941,14.8006747059,85.4253104721
"2017",44.0677966102,"Scenario 10","GalaxyS7","ViterbiHMM","TrueMotion",6.18416488012,21.2121212121,69.4117647059,85.1993252941,14.8006747059,81.5391217383
"2018",44.347826087,"Scenario 10","GalaxyS8","ViterbiHMM","TrueMotion",5.69769495046,22.7272727273,68.9024390244,85.0087159664,14.9912840336,80.4915475542
"2019",40.46692607,"Scenario 10","LGG6","ViterbiHMM","TrueMotion",5.76366938014,21.2121212121,72.7748691099,85.1993252941,14.8006747059,83.3262642346
"2020",36.641221374,"Scenario 10","Pixel2","ViterbiHMM","TrueMotion",6.48039073747,27.2727272727,75.5102040816,86.4359792876,13.5640207124,83.8330067061
"2021",60,"Scenario 11","iPhoneSE","ViterbiHMM","TrueMotion",5.68744977117,0,57.1428571429,100,0,69.7405360111
"2022",54.3689320388,"Scenario 11","iPhone6S","ViterbiHMM","TrueMotion",6.37059338153,6.66666666667,61.6438356164,98.5411785235,1.45882147653,75.0115760097
"2023",45.6692913386,"Scenario 11","iPhone7","ViterbiHMM","TrueMotion",6.22805706842,3.33333333333,70.1030927835,99.4804705185,0.519529481529,83.6717788421
"2024",40.8759124088,"Scenario 11","iPhone7Plus","ViterbiHMM","TrueMotion",6.86751368849,6.66666666667,73.8317757009,99.2510916113,0.748908388707,86.189351545
"2025",40.5797101449,"Scenario 11","iPhone8","ViterbiHMM","TrueMotion",7.6107835483,6.66666666667,74.0740740741,99.1203624807,0.87963751926,87.8671976097
"2026",52.9147982063,"Scenario 11","GalaxyS5","ViterbiHMM","TrueMotion",8.43205896154,1.66666666667,63.8036809816,99.8975588658,0.102441134208,81.1095498817
"2027",57.7114427861,"Scenario 11","GalaxyS7","ViterbiHMM","TrueMotion",8.73995268079,3.33333333333,58.865248227,99.4804705185,0.519529481529,72.8009193603
"2028",52.8301886792,"Scenario 11","GalaxyS8","ViterbiHMM","TrueMotion",8.49280637851,6.66666666667,63.1578947368,98.7990688653,1.20093113472,73.6359284195
"2029",45.0592885375,"Scenario 11","LGG6","ViterbiHMM","TrueMotion",8.53186139282,5,70.4663212435,98.4611521507,1.53884784934,80.1802845025
"2030",38.7755102041,"Scenario 11","Pixel2","ViterbiHMM","TrueMotion",8.00436941241,5,75.641025641,99.3808489626,0.619151037365,86.8951964546
"2031",46.3054187192,"Scenario 12","iPhoneSE","ViterbiHMM","TrueMotion",4.18735709696,4.08163265306,69.4805194805,99.6355963613,0.36440363868,85.3134841646
"2032",42.4778761062,"Scenario 12","iPhone6S","ViterbiHMM","TrueMotion",4.31520144145,2.04081632653,72.8813559322,99.6734014012,0.326598598845,87.486087193
"2033",37.6569037657,"Scenario 12","iPhone7","ViterbiHMM","TrueMotion",4.40133317151,8.16326530612,76.3157894737,98.0048756964,1.9951243036,88.3582326901
"2034",36.2139917695,"Scenario 12","iPhone7Plus","ViterbiHMM","TrueMotion",6.67794194453,10.2040816327,77.3195876289,97.8350710154,2.1649289846,87.2041939899
"2035",38.2113821138,"Scenario 12","iPhone8","ViterbiHMM","TrueMotion",5.60356049672,4.08163265306,76.1421319797,99.0057648451,0.99423515489,90.8735108009
"2036",42.7906976744,"Scenario 12","GalaxyS5","ViterbiHMM","TrueMotion",3.86487314667,6.12244897959,72.2891566265,99.1605516985,0.839448301456,88.3955994116
"2037",45.9330143541,"Scenario 12","GalaxyS7","ViterbiHMM","TrueMotion",3.71106011033,2.04081632653,70,99.6734014012,0.326598598845,86.3301993807
"2038",48.4536082474,"Scenario 12","GalaxyS8","ViterbiHMM","TrueMotion",4.24932950135,4.08163265306,67.5862068966,99.6355963613,0.36440363868,84.7603677786
"2039",45.4106280193,"Scenario 12","LGG6","ViterbiHMM","TrueMotion",6.18977372026,4.08163265306,70.253164557,99.1983567384,0.801643261622,84.414570133
"2040",33.8582677165,"Scenario 12","Pixel2","ViterbiHMM","TrueMotion",5.18015022721,12.2448979592,79.0243902439,98.7254437826,1.27455621744,87.4802142376
"2041",46.5408805031,"Scenario 1","iPhoneSE","ViterbiHMM","AutoMerit",1.7678334722,5.12820512821,69.1666666667,98.7888512589,1.21114874112,72.180705161
"2042",50.3496503497,"Scenario 1","iPhone6S","ViterbiHMM","AutoMerit",1.32162150214,7.69230769231,65.3846153846,96.7845883524,3.2154116476,65.2334496806
"2043",50,"Scenario 1","iPhone7","ViterbiHMM","AutoMerit",1.73803175571,2.5641025641,66.3716814159,99.789861795,0.210138205034,65.0702791479
"2044",54.4,"Scenario 1","iPhone7Plus","ViterbiHMM","AutoMerit",1.26268850506,12.8205128205,60.4651162791,82.8032040404,17.1967959596,62.4033945689
"2045",42.3076923077,"Scenario 1","iPhone8","ViterbiHMM","AutoMerit",1.38457656589,15.3846153846,71.7948717949,90.7820634527,9.21793654727,70.8903702844
"2046",41.5730337079,"Scenario 1","GalaxyS5","ViterbiHMM","AutoMerit",1.79417198102,5.12820512821,73.381294964,99.1620041315,0.837995868542,76.0372511645
"2047",46.835443038,"Scenario 1","GalaxyS7","ViterbiHMM","AutoMerit",1.36233526563,5.12820512821,68.9075630252,99.1556477659,0.844352234127,72.8366183066
"2048",44.4444444444,"Scenario 1","GalaxyS8","ViterbiHMM","AutoMerit",1.49479407729,7.69230769231,70.7317073171,97.5140938452,2.48590615483,72.3577107749
"2049",44.3113772455,"Scenario 1","LGG6","ViterbiHMM","AutoMerit",1.40882774748,5.12820512821,71.09375,98.7888512589,1.21114874112,73.6834839323
"2050",42.774566474,"Scenario 1","Pixel2","ViterbiHMM","AutoMerit",1.36128178916,5.12820512821,72.3880597015,98.7888512589,1.21114874112,72.318092524
"2051",41.1111111111,"Scenario 2","iPhoneSE","ViterbiHMM","AutoMerit",4.41913854376,31.4814814815,70.6349206349,65.9155213228,34.0844786772,71.2444151193
"2052",51.9774011299,"Scenario 2","iPhone6S","ViterbiHMM","AutoMerit",11799.7698784,14.8148148148,62.6016260163,77.4405859985,22.5594140015,61.8436312387
"2053",46.408839779,"Scenario 2","iPhone7","ViterbiHMM","AutoMerit",1.82284991282,22.2222222222,66.9291338583,69.892848833,30.107151167,64.948873992
"2054",46.9945355191,"Scenario 2","iPhone7Plus","ViterbiHMM","AutoMerit",1.57885537835,20.3703703704,66.6666666667,72.339714296,27.660285704,67.3842066791
"2055",47.2906403941,"Scenario 2","iPhone8","ViterbiHMM","AutoMerit",1.92557531845,11.1111111111,67.7852348993,80.4276164244,19.5723835756,67.6338009195
"2056",40.3587443946,"Scenario 2","GalaxyS5","ViterbiHMM","AutoMerit",2.50332262787,16.6666666667,73.3727810651,76.8240193247,23.1759806753,72.0501419831
"2057",43.3962264151,"Scenario 2","GalaxyS7","ViterbiHMM","AutoMerit",2.06852848595,14.8148148148,70.8860759494,79.539400411,20.460599589,70.2535622645
"2058",40.1639344262,"Scenario 2","GalaxyS8","ViterbiHMM","AutoMerit",2.86238306837,9.25925925926,74.2105263158,78.7301636704,21.2698363296,73.6297485124
"2059",45.6310679612,"Scenario 2","LGG6","ViterbiHMM","AutoMerit",3.22439874214,12.962962963,69.0789473684,80.5277509549,19.4722490451,68.0678763608
"2060",30.1587301587,"Scenario 2","Pixel2","ViterbiHMM","AutoMerit",8.24447256145,64.8148148148,73.6111111111,30.1142635262,69.8857364738,66.5908383295
"2061",60.3015075377,"Scenario 3","iPhoneSE","ViterbiHMM","AutoMerit",2.14253002704,7.69230769231,55.223880597,98.4073677007,1.59263229928,69.3912132077
"2062",46.5863453815,"Scenario 3","iPhone6S","ViterbiHMM","AutoMerit",2.06567155038,10.7692307692,68.4782608696,94.2235205061,5.77647949386,77.6662286483
"2063",54.0772532189,"Scenario 3","iPhone7","ViterbiHMM","AutoMerit",1.93042863759,3.07692307692,62.5,99.6622318674,0.337768132621,74.2359383427
"2064",57.0048309179,"Scenario 3","iPhone7Plus","ViterbiHMM","AutoMerit",1.94161776799,9.23076923077,58.4507042254,95.5550158179,4.44498418212,68.9449994957
"2065",54.0772532189,"Scenario 3","iPhone8","ViterbiHMM","AutoMerit",2.12788926342,3.07692307692,62.5,99.2863203795,0.713679620482,74.6109109828
"2066",51.2820512821,"Scenario 3","GalaxyS5","ViterbiHMM","AutoMerit",1.89305144613,7.69230769231,64.4970414201,97.669555436,2.33044456397,76.5402342419
"2067",56.8720379147,"Scenario 3","GalaxyS7","ViterbiHMM","AutoMerit",2.00271421514,7.69230769231,58.904109589,95.8059086535,4.1940913465,70.4617151809
"2068",51.4018691589,"Scenario 3","GalaxyS8","ViterbiHMM","AutoMerit",1.80372539897,15.3846153846,63.0872483221,91.9943841604,8.00561583964,72.5734953175
"2069",53.8812785388,"Scenario 3","LGG6","ViterbiHMM","AutoMerit",2.2188722907,9.23076923077,61.6883116883,94.5658662858,5.43413371418,77.9207124875
"2070",44.1860465116,"Scenario 3","Pixel2","ViterbiHMM","AutoMerit",2.2907734503,12.3076923077,70.4663212435,94.5615664086,5.4384335914,79.8087478572
"2071",43.3333333333,"Scenario 4","iPhoneSE","ViterbiHMM","AutoMerit",1.61697121829,0,72.3404255319,100,0,72.3829808507
"2072",34.7826086957,"Scenario 4","iPhone6S","ViterbiHMM","AutoMerit",1.32598586893,7.69230769231,78.5714285714,92.1758838833,7.82411611667,80.8451236245
"2073",43.1818181818,"Scenario 4","iPhone7","ViterbiHMM","AutoMerit",1.30774526395,2.5641025641,72.2627737226,98.4288512625,1.57114873752,75.084298595
"2074",24.8226950355,"Scenario 4","iPhone7Plus","ViterbiHMM","AutoMerit",1.27529219175,10.2564102564,85.5967078189,90.2148276448,9.78517235517,83.6655266495
"2075",15.1815181518,"Scenario 4","iPhone8","ViterbiHMM","AutoMerit",1.18456215255,41.0256410256,91.2878787879,70.2454306032,29.7545693968,89.2169059536
"2076",38.578680203,"Scenario 4","GalaxyS5","ViterbiHMM","AutoMerit",1.36208508084,2.5641025641,75.9493670886,98.3607014746,1.63929852544,77.3408590042
"2077",35.0515463918,"Scenario 4","GalaxyS7","ViterbiHMM","AutoMerit",1.28247855224,12.8205128205,78.064516129,90.0358467558,9.96415324419,79.7316518203
"2078",42.6966292135,"Scenario 4","GalaxyS8","ViterbiHMM","AutoMerit",1.30468758744,2.5641025641,72.6618705036,98.3607014746,1.63929852544,73.564999131
"2079",12.6315789474,"Scenario 4","LGG6","ViterbiHMM","AutoMerit",1.39163998251,84.6153846154,89.2857142857,21.7005599149,78.2994400851,83.0193184985
"2080",32.2033898305,"Scenario 4","Pixel2","ViterbiHMM","AutoMerit",1.45643880848,2.5641025641,80.7106598985,98.4288512625,1.57114873752,80.4756014762
"2081",36.3636363636,"Scenario 5","iPhoneSE","ViterbiHMM","AutoMerit",2.15852712931,32.3076923077,75.1412429379,88.530641814,11.469358186,85.0034630489
"2082",56.4356435644,"Scenario 5","iPhone6S","ViterbiHMM","AutoMerit",3.16796202584,12.3076923077,58.3941605839,91.0098798926,8.99012010744,78.5450781005
"2083",60.6382978723,"Scenario 5","iPhone7","ViterbiHMM","AutoMerit",4.22740559424,12.3076923077,53.6585365854,91.9481261643,8.05187383575,74.0098452011
"2084",64.8044692737,"Scenario 5","iPhone7Plus","ViterbiHMM","AutoMerit",3.20613053875,10.7692307692,49.1228070175,92.2586411831,7.7413588169,72.1993520894
"2085",57.0048309179,"Scenario 5","iPhone8","ViterbiHMM","AutoMerit",2.19891922312,9.23076923077,58.4507042254,96.8911692199,3.1088307801,78.1981003664
"2086",59.375,"Scenario 5","GalaxyS5","ViterbiHMM","AutoMerit",2.75958634196,12.3076923077,55.1181102362,91.9904910434,8.00950895661,75.4489628856
"2087",63.3333333333,"Scenario 5","GalaxyS7","ViterbiHMM","AutoMerit",2.73012675448,12.3076923077,50.4347826087,91.8239590779,8.17604092209,71.2571825288
"2088",60.6382978723,"Scenario 5","GalaxyS8","ViterbiHMM","AutoMerit",1.81175823178,12.3076923077,53.6585365854,91.7704085846,8.2295914154,72.6545007821
"2089",60.824742268,"Scenario 5","LGG6","ViterbiHMM","AutoMerit",7.53465021693,9.23076923077,54.2635658915,92.4173635254,7.58263647465,73.8446275553
"2090",53.5885167464,"Scenario 5","Pixel2","ViterbiHMM","AutoMerit",4.54227218181,13.8461538462,61.1111111111,96.1814073093,3.81859269067,74.7073328105
"2091",52.8301886792,"Scenario 6","iPhoneSE","ViterbiHMM","AutoMerit",2.68689782341,26.3157894737,58.8235294118,82.819752922,17.180247078,71.3610802889
"2092",29.6774193548,"Scenario 6","iPhone6S","ViterbiHMM","AutoMerit",3.44135878683,39.4736842105,80.3418803419,66.1361365982,33.8638634018,90.7147713477
"2093",50,"Scenario 6","iPhone7","ViterbiHMM","AutoMerit",2.64670668955,18.4210526316,63.9534883721,95.9181421622,4.08185783781,83.0281014008
"2094",48.3333333333,"Scenario 6","iPhone7Plus","ViterbiHMM","AutoMerit",3.01581640254,23.6842105263,64.6341463415,94.9086322921,5.09136770791,75.3325285696
"2095",22.4598930481,"Scenario 6","iPhone8","ViterbiHMM","AutoMerit",3.12550217558,44.7368421053,85.9060402685,67.3980598836,32.6019401164,94.7460726899
"2096",35.4838709677,"Scenario 6","GalaxyS5","ViterbiHMM","AutoMerit",3.58582411804,42.1052631579,74.4186046512,66.115385314,33.884614686,82.0699438206
"2097",49.2307692308,"Scenario 6","GalaxyS7","ViterbiHMM","AutoMerit",3.36225245409,15.7894736842,65.2173913043,96.0670867376,3.93291326236,70.8732446966
"2098",47.9338842975,"Scenario 6","GalaxyS8","ViterbiHMM","AutoMerit",3.48159938678,23.6842105263,65.0602409639,95.230814522,4.76918547804,74.1664846876
"2099",43.6974789916,"Scenario 6","LGG6","ViterbiHMM","AutoMerit",3.28862459883,31.5789473684,67.9012345679,80.9896970101,19.0103029899,67.2259869816
"2100",29.6774193548,"Scenario 6","Pixel2","ViterbiHMM","AutoMerit",3.51025052449,39.4736842105,80.3418803419,66.1361365982,33.8638634018,90.7147713477
"2101",42.5,"Scenario 7","iPhoneSE","ViterbiHMM","AutoMerit",3.28345663631,22.7272727273,70.6896551724,84.6987085588,15.3012914412,74.3204677387
"2102",57.1428571429,"Scenario 7","iPhone6S","ViterbiHMM","AutoMerit",4.77753387638,18.1818181818,56.0975609756,89.9289790772,10.0710209228,59.0566928895
"2103",56.25,"Scenario 7","iPhone7","ViterbiHMM","AutoMerit",3.05763812487,18.1818181818,57.1428571429,89.9289790772,10.0710209228,61.0482799559
"2104",56.6666666667,"Scenario 7","iPhone7Plus","ViterbiHMM","AutoMerit",3.98980586276,22.7272727273,55.2631578947,87.9263579818,12.0736420182,56.5560236498
"2105",52.1739130435,"Scenario 7","iPhone8","ViterbiHMM","AutoMerit",4.14125405932,18.1818181818,61.7021276596,89.9289790772,10.0710209228,66.21979037
"2106",59.0163934426,"Scenario 7","GalaxyS5","ViterbiHMM","AutoMerit",3.80943242241,18.1818181818,53.8461538462,89.9289790772,10.0710209228,41.6220970221
"2107",48.6486486486,"Scenario 7","GalaxyS7","ViterbiHMM","AutoMerit",3.30599971201,18.1818181818,65.3846153846,89.9289790772,10.0710209228,66.7514185404
"2108",52.1739130435,"Scenario 7","GalaxyS8","ViterbiHMM","AutoMerit",3.28908705375,18.1818181818,61.7021276596,89.9289790772,10.0710209228,58.343255272
"2109",53.7313432836,"Scenario 7","LGG6","ViterbiHMM","AutoMerit",4.47024347836,18.1818181818,60,89.9289790772,10.0710209228,63.5104419827
"2110",57.1428571429,"Scenario 7","Pixel2","ViterbiHMM","AutoMerit",4.20517497267,18.1818181818,56.0975609756,89.9289790772,10.0710209228,59.0566928895
"2111",36.1111111111,"Scenario 8","iPhoneSE","ViterbiHMM","AutoMerit",2.92943488984,9.3023255814,77.4566473988,98.5267139356,1.47328606442,88.2288672295
"2112",33.0357142857,"Scenario 8","iPhone6S","ViterbiHMM","AutoMerit",3.35606790724,13.9534883721,79.5580110497,97.2904104474,2.70958955259,86.7569233894
"2113",34.8214285714,"Scenario 8","iPhone7","ViterbiHMM","AutoMerit",2.99689148655,9.3023255814,78.453038674,98.5267139356,1.47328606442,89.5858713922
"2114",27.3858921162,"Scenario 8","iPhone7Plus","ViterbiHMM","AutoMerit",3.37632321802,23.2558139535,83.3333333333,94.8386066339,5.16139336607,90.2820812994
"2115",25,"Scenario 8","iPhone8","ViterbiHMM","AutoMerit",3.0049649852,16.2790697674,85.306122449,97.68768002,2.31231998,93.1407995558
"2116",33.8028169014,"Scenario 8","GalaxyS5","ViterbiHMM","AutoMerit",2.84739045029,16.2790697674,78.8235294118,95.3868617748,4.61313822521,88.9938808727
"2117",32.6923076923,"Scenario 8","GalaxyS7","ViterbiHMM","AutoMerit",3.20853739977,20.9302325581,79.3939393939,95.3424363965,4.65756360354,88.1652047678
"2118",37.3737373737,"Scenario 8","GalaxyS8","ViterbiHMM","AutoMerit",2.65419765435,13.9534883721,76.1290322581,94.4297081078,5.57029189223,88.4857437843
"2119",34.8717948718,"Scenario 8","LGG6","ViterbiHMM","AutoMerit",4.13908129153,20.9302325581,77.6315789474,94.4918429194,5.50815708062,86.7676572179
"2120",33.0508474576,"Scenario 8","Pixel2","ViterbiHMM","AutoMerit",2.89306694278,9.3023255814,79.792746114,99.022265803,0.977734196991,90.1047492306
"2121",71.921182266,"Scenario 9","iPhoneSE","ViterbiHMM","AutoMerit",3.1152016034,1.35135135135,43.4108527132,99.871988254,0.128011746003,41.8836195173
"2122",61.2765957447,"Scenario 9","iPhone6S","ViterbiHMM","AutoMerit",3.46504494877,2.7027027027,55.2795031056,99.729771067,0.270228932984,60.7847331948
"2123",71.568627451,"Scenario 9","iPhone7","ViterbiHMM","AutoMerit",2.79461710968,1.35135135135,43.8461538462,99.871988254,0.128011746003,49.8941332847
"2124",58.064516129,"Scenario 9","iPhone7Plus","ViterbiHMM","AutoMerit",1.54978822368,51.3513513514,28,55.3336985803,44.6663014197,29.7754786427
"2125",63.3928571429,"Scenario 9","iPhone8","ViterbiHMM","AutoMerit",3.65302715983,4.05405405405,52.6666666667,99.6946737986,0.305326201438,52.834558785
"2126",63.9269406393,"Scenario 9","GalaxyS5","ViterbiHMM","AutoMerit",2.44583089379,5.40540540541,51.724137931,91.2344039878,8.76559601216,53.7527347815
"2127",60.4651162791,"Scenario 9","GalaxyS7","ViterbiHMM","AutoMerit",2.84903321737,12.1621621622,53.9007092199,88.0828683697,11.9171316303,57.5904378793
"2128",64.0350877193,"Scenario 9","GalaxyS8","ViterbiHMM","AutoMerit",8.41404408985,1.35135135135,52.5974025974,99.871988254,0.128011746003,59.237510767
"2129",63.436123348,"Scenario 9","LGG6","ViterbiHMM","AutoMerit",3.5387837851,2.7027027027,52.9411764706,99.7774084405,0.222591559514,59.7619655973
"2130",59.5041322314,"Scenario 9","Pixel2","ViterbiHMM","AutoMerit",4.1881266732,2.7027027027,57.1428571429,99.7892536121,0.210746387927,61.7356953438
"2131",39.3700787402,"Scenario 10","iPhoneSE","ViterbiHMM","AutoMerit",5.71399555592,24.2424242424,73.4042553191,85.733375922,14.266624078,86.4917176458
"2132",41.7670682731,"Scenario 10","iPhone6S","ViterbiHMM","AutoMerit",5.70980108798,21.2121212121,71.5846994536,87.7999437597,12.2000562403,84.6724958846
"2133",41.2451361868,"Scenario 10","iPhone7","ViterbiHMM","AutoMerit",6.20475074564,19.696969697,72.2513089005,91.8965444956,8.10345550437,84.7105268184
"2134",38.28125,"Scenario 10","iPhone7Plus","ViterbiHMM","AutoMerit",5.11072603092,25.7575757576,74.2105263158,83.0131885637,16.9868114363,83.6095989974
"2135",36.8055555556,"Scenario 10","iPhone8","ViterbiHMM","AutoMerit",5.35437901539,19.696969697,76.1261261261,92.0171281102,7.98287188977,87.0295244793
"2136",34.1232227488,"Scenario 10","GalaxyS5","ViterbiHMM","AutoMerit",10.1804030121,45.4545454545,75.1724137931,68.8221736443,31.1778263557,86.8695182449
"2137",44.3438914027,"Scenario 10","GalaxyS7","ViterbiHMM","AutoMerit",8.33934416075,25.7575757576,68.3870967742,76.4172188115,23.5827811885,82.6978085847
"2138",44.9541284404,"Scenario 10","GalaxyS8","ViterbiHMM","AutoMerit",5.47569790737,25.7575757576,67.7631578947,81.1345868268,18.8654131732,80.6506205738
"2139",40.46692607,"Scenario 10","LGG6","ViterbiHMM","AutoMerit",5.48955137304,21.2121212121,72.7748691099,85.1993252941,14.8006747059,83.3262642346
"2140",38.5826771654,"Scenario 10","Pixel2","ViterbiHMM","AutoMerit",6.14682452899,25.7575757576,73.9361702128,88.4526426057,11.5473573943,83.1800978473
"2141",60,"Scenario 11","iPhoneSE","ViterbiHMM","AutoMerit",5.80406620559,0,57.1428571429,100,0,69.7405360111
"2142",54.1871921182,"Scenario 11","iPhone6S","ViterbiHMM","AutoMerit",6.59429455457,8.33333333333,61.5384615385,97.8284813237,2.17151867634,75.0832801932
"2143",46.2745098039,"Scenario 11","iPhone7","ViterbiHMM","AutoMerit",7.91990490764,1.66666666667,69.7435897436,99.8975588658,0.102441134208,83.3934371663
"2144",39.846743295,"Scenario 11","iPhone7Plus","ViterbiHMM","AutoMerit",8.24484771604,13.3333333333,74.1293532338,91.5705140198,8.42948598022,86.1918464956
"2145",35.3697749196,"Scenario 11","iPhone8","ViterbiHMM","AutoMerit",9.57469232981,8.33333333333,78.0876494024,99.1547861634,0.845213836646,89.5257956373
"2146",51.9823788546,"Scenario 11","GalaxyS5","ViterbiHMM","AutoMerit",7.72715305684,1.66666666667,64.6706586826,99.8975588658,0.102441134208,82.4894927274
"2147",54.6296296296,"Scenario 11","GalaxyS7","ViterbiHMM","AutoMerit",6.65046311221,1.66666666667,62.1794871795,99.8975588658,0.102441134208,73.0666187797
